Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PF,Team,Season,Class,Pos,Height
Tyrik Dixon,36,32.0,905,4.8,11.8,3.2,7.6,1.7,4.2,2.1,3.3,7.0,7.9,3.0,0.3,3.1,4.7,middle-tennessee,2017,1.0,G,73.0
Stephen Strachan,6,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.4,6.7,0.0,0.0,0.0,0.0,6.7,middle-tennessee,2017,3.0,G,74.0
Quavius Copeland,30,0.0,154,4.7,10.1,3.1,5.9,1.6,4.3,2.0,3.1,3.5,5.1,0.8,0.4,4.7,3.1,middle-tennessee,2017,3.0,G,72.0
Edward Simpson,36,23.0,865,2.9,7.7,0.8,1.9,2.2,5.8,0.7,1.5,5.2,5.4,1.6,0.1,1.5,4.0,middle-tennessee,2017,3.0,G,74.0
Chase Miller,11,0.0,14,0.0,12.9,0.0,0.0,0.0,12.9,0.0,0.0,8.6,0.0,0.0,4.3,0.0,0.0,middle-tennessee,2017,1.0,G,72.0
Will Slatten,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle-tennessee,2017,,,
Brock Stull,35,35.0,1167,9.1,20.5,6.1,12.9,3.0,7.6,3.7,4.6,12.2,5.3,1.4,0.1,4.0,3.4,milwaukee,2017,2.0,G,76.0
Cody Wichmann,35,35.0,1149,7.9,19.6,2.8,5.4,5.2,14.2,2.8,3.6,7.3,2.9,1.5,0.1,1.8,4.3,milwaukee,2017,4.0,G,77.0
Bryce Nze,35,2.0,628,9.8,14.7,9.7,14.5,0.1,0.2,3.1,7.5,17.3,2.3,1.8,0.9,4.6,10.2,milwaukee,2017,1.0,F,79.0
Brett Prahl,33,32.0,653,9.3,14.0,9.3,13.8,0.0,0.2,3.7,5.9,11.3,1.4,1.4,2.5,2.7,6.7,milwaukee,2017,3.0,F,81.0
Jeremiah Bell,35,0.0,734,7.5,20.0,5.1,11.8,2.4,8.3,3.5,5.8,6.2,4.8,1.4,0.2,3.1,5.0,milwaukee,2017,2.0,G,73.0
Bryce Barnes,35,1.0,425,6.8,15.9,4.8,11.4,2.0,4.5,5.3,7.4,5.0,2.9,3.2,0.1,5.0,6.5,milwaukee,2017,1.0,G,71.0
Jeremy Johnson,34,18.0,669,6.2,16.0,4.1,9.4,2.1,6.6,4.0,4.8,7.4,3.3,0.7,0.4,3.0,6.0,milwaukee,2017,1.0,G,75.0
Cameron Harvey,35,16.0,564,6.2,16.8,2.9,7.3,3.3,9.6,0.8,1.6,4.7,1.8,0.3,0.1,2.1,3.7,milwaukee,2017,4.0,G,75.0
Dan Studer,25,0.0,135,4.5,13.6,4.5,12.3,0.0,1.4,2.7,4.5,14.1,4.1,2.3,0.5,3.2,10.4,milwaukee,2017,4.0,F,79.0
August Haas,35,35.0,968,4.2,11.0,2.9,6.8,1.3,4.2,1.5,2.9,6.1,8.5,1.3,0.1,5.3,5.5,milwaukee,2017,1.0,G,73.0
Derek Rongstad,7,0.0,29,2.1,8.5,0.0,0.0,2.1,8.5,0.0,0.0,10.6,2.1,0.0,2.1,0.0,0.0,milwaukee,2017,2.0,G,77.0
Sam Burkart,2,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,milwaukee,2017,1.0,G,71.0
Seth Dittmer,2,0.0,2,0.0,30.6,0.0,0.0,0.0,30.6,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,milwaukee,2017,1.0,F,81.0
Baylor Peterson,9,0.0,12,0.0,10.2,0.0,0.0,0.0,10.2,0.0,0.0,5.1,0.0,0.0,5.1,10.2,10.2,milwaukee,2017,2.0,G,74.0
Alex Prahl,6,1.0,13,0.0,9.4,0.0,9.4,0.0,0.0,0.0,0.0,18.9,0.0,0.0,4.7,0.0,14.1,milwaukee,2017,3.0,F,81.0
Brady Rudrud,5,0.0,9,12.6,19.0,6.3,12.6,6.3,6.3,6.3,12.6,6.3,0.0,0.0,0.0,0.0,0.0,minnesota,2017,1.0,G,74.0
Nate Mason,34,32.0,1174,8.2,21.8,5.6,14.5,2.6,7.3,6.1,7.6,6.0,8.2,2.2,0.2,3.1,2.7,minnesota,2017,3.0,G,73.0
Jordan Murphy,34,34.0,934,8.8,17.5,8.5,15.5,0.2,1.9,5.5,9.0,18.3,1.8,1.4,2.2,3.4,6.2,minnesota,2017,2.0,F,78.0
Dupree McBrayer,34,21.0,947,7.6,17.1,5.5,11.8,2.2,5.3,5.0,6.7,4.1,5.6,1.7,0.6,3.1,3.1,minnesota,2017,2.0,G,76.0
Akeem Springs,32,15.0,768,7.6,19.8,2.6,6.9,5.0,13.0,2.4,3.5,7.1,3.2,1.3,0.4,2.2,2.7,minnesota,2017,4.0,G,76.0
Amir Coffey,33,33.0,1097,6.8,15.1,5.1,10.2,1.7,4.9,5.7,7.6,6.6,5.3,1.8,0.3,3.3,3.0,minnesota,2017,1.0,G,80.0
Reggie Lynch,33,32.0,763,8.0,14.8,8.0,14.8,0.0,0.0,4.6,7.2,15.0,1.1,1.1,8.5,3.7,8.3,minnesota,2017,3.0,C,82.0
Ahmad Gilbert,15,0.0,75,6.1,20.5,0.8,3.8,5.3,16.7,1.5,3.0,10.6,1.5,1.5,1.5,6.1,5.3,minnesota,2017,2.0,G,78.0
Eric Curry,34,2.0,681,5.8,13.4,5.3,10.9,0.4,2.4,3.8,5.3,14.8,3.5,1.3,2.0,2.9,5.8,minnesota,2017,1.0,F,81.0
Gaston Diedhiou,4,0.0,9,6.3,19.0,6.3,12.6,0.0,6.3,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,minnesota,2017,3.0,F,81.0
Bakary Konate,33,1.0,320,3.4,7.3,3.4,7.1,0.0,0.2,2.7,4.3,16.2,0.5,1.4,4.4,3.2,13.0,minnesota,2017,3.0,C,83.0
Stephon Sharp,9,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,0.0,3.6,3.6,0.0,3.6,10.7,minnesota,2017,2.0,G,75.0
Michael Hurt,25,0.0,149,2.3,7.6,1.5,2.3,0.8,5.3,1.5,1.5,5.0,2.3,0.8,0.4,2.3,4.6,minnesota,2017,1.0,F,79.0
Darin Haugh,5,0.0,8,0.0,7.1,0.0,0.0,0.0,7.1,0.0,0.0,14.2,14.2,0.0,0.0,7.1,0.0,minnesota,2017,4.0,G,70.0
Drew Davis,6,0.0,12,18.8,37.7,4.7,18.8,14.1,18.8,0.0,0.0,4.7,9.4,4.7,0.0,9.4,0.0,mississippi-state,2017,3.0,G,70.0
Quinndary Weatherspoon,29,29.0,926,10.6,22.5,7.7,14.8,2.9,7.7,5.2,6.8,9.0,3.2,3.1,0.5,3.9,4.1,mississippi-state,2017,2.0,G,76.0
Lamar Peters,30,17.0,738,7.9,20.4,3.4,8.0,4.5,12.3,4.3,5.7,5.2,7.7,2.6,0.4,5.2,6.2,mississippi-state,2017,1.0,G,72.0
Xavian Stapleton,23,6.0,385,8.7,18.9,6.0,11.0,2.6,7.9,4.1,6.5,9.7,1.0,3.2,1.5,3.1,9.7,mississippi-state,2017,2.0,G,78.0
Tyson Carter,32,12.0,645,7.4,18.5,3.5,7.8,3.9,10.7,2.4,2.9,4.8,1.9,2.0,0.4,1.2,3.9,mississippi-state,2017,1.0,G,76.0
Aric Holman,32,25.0,747,7.9,15.9,7.0,12.2,0.9,3.7,3.7,5.7,14.6,1.5,1.6,4.8,4.1,6.0,mississippi-state,2017,2.0,F,82.0
Mario Kegler,32,31.0,901,6.6,15.8,4.1,8.5,2.5,7.3,3.6,5.5,11.0,2.3,1.4,0.5,3.8,4.9,mississippi-state,2017,1.0,G,79.0
Schnider Herard,32,18.0,595,5.3,9.7,5.3,9.7,0.0,0.0,4.8,9.8,15.1,0.7,0.3,0.8,4.6,6.5,mississippi-state,2017,1.0,C,82.0
I.J. Ready,28,20.0,801,5.6,13.3,4.8,10.2,0.8,3.1,3.5,4.1,5.4,9.0,3.2,0.1,3.8,2.5,mississippi-state,2017,4.0,G,71.0
Eli Wright,30,1.0,392,5.2,9.8,3.6,5.9,1.6,3.9,3.2,4.5,6.8,1.0,1.6,0.4,2.3,7.2,mississippi-state,2017,1.0,G,76.0
Joe Strugg,6,0.0,15,3.8,15.1,0.0,3.8,3.8,11.3,0.0,0.0,11.3,0.0,0.0,0.0,15.1,7.5,mississippi-state,2017,1.0,F,81.0
L.J. Singleton,7,0.0,27,4.2,14.6,2.1,6.3,2.1,8.4,0.0,0.0,8.4,4.2,2.1,2.1,2.1,6.3,mississippi-state,2017,2.0,G,77.0
Miles Washington,6,0.0,13,4.3,13.0,4.3,8.7,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,13.0,mississippi-state,2017,1.0,C,79.0
E.J. Datcher,31,1.0,228,3.2,7.9,3.2,7.9,0.0,0.0,1.2,2.2,11.6,0.2,1.5,4.5,2.2,14.6,mississippi-state,2017,1.0,C,81.0
Marcus Romain,22,16.0,670,10.9,23.4,8.5,17.6,2.4,5.8,9.9,14.6,9.3,4.5,1.7,0.5,8.3,5.1,mississippi-valley-state,2017,4.0,G,74.0
Isaac Williams,32,23.0,916,9.5,23.9,5.5,12.7,4.0,11.3,3.5,4.2,7.0,1.8,1.7,0.2,1.4,3.9,mississippi-valley-state,2017,4.0,G,76.0
Jevon Smith,12,0.0,115,8.2,21.7,6.3,15.4,1.9,6.3,3.9,6.8,9.6,4.3,1.0,1.0,3.9,5.3,mississippi-valley-state,2017,1.0,F,76.0
Rashaan Surles,31,23.0,810,7.8,18.0,6.6,13.8,1.2,4.2,4.2,5.5,6.3,5.1,2.9,1.2,4.5,4.4,mississippi-valley-state,2017,4.0,G,78.0
Ta'Jay Henry,21,17.0,601,8.0,14.0,8.0,14.0,0.0,0.0,4.5,7.8,14.7,1.6,1.8,0.2,3.7,6.1,mississippi-valley-state,2017,4.0,F,76.0
Darrell Riley,25,11.0,637,6.4,18.0,3.7,12.0,2.6,6.0,4.3,6.0,5.3,6.3,1.7,0.1,5.5,3.8,mississippi-valley-state,2017,1.0,G,70.0
Amos Given,26,9.0,383,8.7,19.0,8.7,19.0,0.0,0.0,1.6,3.6,9.7,1.3,2.2,0.0,4.9,7.4,mississippi-valley-state,2017,3.0,F,76.0
Jabari Alex,28,1.0,304,6.9,11.1,6.8,10.4,0.2,0.7,0.7,1.3,8.6,1.3,2.0,0.9,1.8,5.8,mississippi-valley-state,2017,4.0,F,75.0
Ronald Strother Jr.,24,3.0,153,5.1,17.0,3.3,8.3,1.8,8.7,1.8,2.5,4.0,0.7,1.1,1.8,2.5,3.6,mississippi-valley-state,2017,2.0,F,77.0
Vacha Vaughn,29,4.0,343,5.0,10.5,4.0,8.6,1.0,1.9,2.4,3.7,9.2,4.0,1.3,0.5,3.1,8.7,mississippi-valley-state,2017,4.0,F,76.0
T.J. Traylor,9,4.0,104,5.3,12.8,4.3,8.5,1.1,4.3,0.0,0.0,6.4,1.6,1.6,2.1,2.7,10.1,mississippi-valley-state,2017,1.0,F,80.0
Lorenzo Hunt,24,1.0,110,3.5,12.1,3.0,9.6,0.5,2.5,3.0,8.1,8.1,1.5,0.0,0.5,0.5,7.6,mississippi-valley-state,2017,1.0,F,76.0
Jamal Watson,30,15.0,276,4.6,13.5,4.6,13.5,0.0,0.0,1.2,4.2,14.7,1.2,1.0,0.6,3.4,9.4,mississippi-valley-state,2017,3.0,F,82.0
Kylan Phillips,27,16.0,634,3.0,10.3,1.8,5.6,1.1,4.7,1.4,2.3,4.5,4.6,2.3,0.1,2.8,3.9,mississippi-valley-state,2017,2.0,G,71.0
Hasaan Buggs,4,0.0,55,3.0,11.1,3.0,10.1,0.0,1.0,2.0,4.0,12.1,2.0,0.0,2.0,5.0,6.1,mississippi-valley-state,2017,3.0,F,91.0
Michael Matlock,25,17.0,364,2.7,7.6,2.7,7.6,0.0,0.0,2.0,4.4,13.4,1.5,2.3,0.5,2.0,5.3,mississippi-valley-state,2017,4.0,F,78.0
Terence Davis,36,26.0,911,12.0,24.8,9.0,16.0,2.9,8.8,5.1,7.1,11.4,3.8,3.0,1.1,4.4,6.8,mississippi,2017,2.0,G,76.0
Deandre Burnett,33,27.0,989,7.7,21.5,3.6,10.9,4.0,10.7,10.6,12.0,3.9,5.7,1.9,0.3,5.2,3.3,mississippi,2017,3.0,G,74.0
Sebastian Saiz,36,36.0,1200,8.2,17.5,7.3,14.2,1.0,3.3,7.3,9.8,18.6,1.6,1.6,1.7,3.6,5.3,mississippi,2017,4.0,F,81.0
Cullen Neal,36,13.0,846,6.4,15.5,2.3,5.6,4.1,9.9,5.0,5.7,3.9,5.1,1.1,0.1,3.5,4.6,mississippi,2017,3.0,G,77.0
Breein Tyree,34,22.0,651,7.1,19.1,4.9,11.8,2.3,7.3,4.4,6.2,5.4,5.4,1.8,0.0,5.9,4.4,mississippi,2017,1.0,G,74.0
Rasheed Brooks,33,12.0,737,5.5,15.6,2.4,6.5,3.1,9.1,1.6,1.7,6.4,3.9,2.0,0.4,3.3,3.3,mississippi,2017,4.0,G,77.0
Justas Furmanavicius,36,17.0,901,4.4,9.3,3.9,7.4,0.5,1.9,4.3,7.0,10.9,2.3,1.6,2.3,2.2,6.3,mississippi,2017,3.0,F,78.0
Lane Below,4,0.0,9,6.1,12.1,6.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,mississippi,2017,3.0,G,73.0
Donte Fitzpatrick-Dorsey,22,2.0,147,3.7,10.0,3.7,8.2,0.0,1.9,4.1,4.4,8.9,3.3,1.9,0.4,4.8,5.9,mississippi,2017,2.0,G,76.0
Marcanvis Hymon,36,25.0,784,3.5,6.9,3.5,6.9,0.0,0.0,1.6,4.0,12.5,1.4,1.8,2.8,2.8,7.3,mississippi,2017,3.0,F,78.0
Karlis Silins,8,0.0,39,1.4,4.2,1.4,4.2,0.0,0.0,2.8,5.6,7.0,0.0,1.4,1.4,2.8,11.2,mississippi,2017,1.0,F,82.0
Nate Morris,7,0.0,36,0.0,7.6,0.0,7.6,0.0,0.0,0.0,0.0,10.6,0.0,0.0,4.5,4.5,12.1,mississippi,2017,1.0,F,81.0
LaVell Boyd,35,35.0,1086,9.3,22.8,5.0,12.1,4.3,10.7,7.8,9.4,7.0,6.7,1.8,0.0,4.4,4.7,missouri-kansas-city,2017,4.0,G,72.0
Martez Harrison,6,6.0,183,10.3,19.4,8.2,14.7,2.1,4.7,6.5,7.6,5.0,7.0,4.1,0.3,5.6,5.0,missouri-kansas-city,2017,4.0,G,71.0
Isaiah Ross,34,10.0,584,8.0,20.3,2.1,4.7,5.9,15.6,3.2,3.9,6.0,1.7,1.5,0.1,2.7,5.9,missouri-kansas-city,2017,1.0,G,76.0
Kyle Steward,35,29.0,940,8.0,18.5,5.4,11.2,2.7,7.3,4.6,6.9,10.5,2.0,1.3,1.0,3.5,6.1,missouri-kansas-city,2017,4.0,F,79.0
Dashawn King,34,25.0,576,7.6,17.2,6.1,12.7,1.6,4.6,5.2,8.1,8.0,4.1,2.4,0.7,4.7,7.0,missouri-kansas-city,2017,4.0,G,75.0
Broderick Newbill,34,21.0,740,8.1,16.0,6.7,12.2,1.4,3.8,4.2,6.1,7.6,1.5,1.9,0.9,3.6,5.7,missouri-kansas-city,2017,4.0,G,77.0
Xavier Bishop,35,7.0,599,5.8,15.0,3.9,8.7,1.9,6.3,5.1,6.9,4.8,6.4,1.5,0.0,5.5,5.1,missouri-kansas-city,2017,1.0,G,68.0
Duane Clark,32,1.0,349,7.7,15.7,7.7,15.7,0.0,0.0,1.7,4.8,9.7,2.2,1.1,2.2,5.7,8.9,missouri-kansas-city,2017,1.0,F,80.0
Jordan Giles,27,0.0,183,4.4,10.3,3.5,7.3,0.9,2.9,3.2,3.5,11.1,3.2,0.6,2.1,4.7,7.9,missouri-kansas-city,2017,1.0,F,79.0
Aleer Leek,26,0.0,204,4.5,10.3,3.2,5.3,1.3,5.0,2.1,2.9,8.7,0.0,0.8,2.4,3.2,8.4,missouri-kansas-city,2017,2.0,F,81.0
Darnell Tillman,35,34.0,630,5.0,7.8,5.0,7.8,0.0,0.0,2.2,4.3,17.0,1.0,1.9,1.7,2.0,7.1,missouri-kansas-city,2017,4.0,C,80.0
Broderick Robinson,35,7.0,795,3.4,9.1,0.8,2.8,2.6,6.3,1.8,2.6,8.7,4.1,2.6,0.1,3.2,4.3,missouri-kansas-city,2017,3.0,G,73.0
Grant Leach,21,0.0,127,3.4,8.5,0.8,1.3,2.5,7.2,1.3,2.5,3.0,1.3,1.3,0.0,0.4,5.5,missouri-kansas-city,2017,2.0,G,75.0
Broderick Ross,8,0.0,29,1.9,18.5,0.0,3.7,1.9,14.8,3.7,3.7,7.4,0.0,3.7,0.0,1.9,3.7,missouri-kansas-city,2017,2.0,G,73.0
Alize Johnson,33,33.0,997,10.2,20.9,7.8,14.7,2.4,6.2,6.6,9.7,21.2,3.8,1.2,0.4,4.6,5.0,missouri-state,2017,3.0,F,81.0
Ronnie Rousseau III,14,14.0,379,9.2,19.1,7.0,13.3,2.2,5.7,5.2,6.5,4.8,6.4,1.7,0.0,3.5,3.2,missouri-state,2017,3.0,G,70.0
Tyrie Hill-Thomas,5,0.0,10,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,missouri-state,2017,,,
Chris Kendrix,30,1.0,411,6.9,18.8,3.1,6.9,3.8,11.9,6.3,7.6,12.2,1.2,2.3,1.8,4.4,6.4,missouri-state,2017,3.0,F,77.0
Jarred Dixon,33,10.0,758,8.3,20.7,7.1,16.4,1.2,4.2,4.8,5.6,6.6,5.3,2.1,0.6,3.3,4.9,missouri-state,2017,2.0,G,75.0
Austin Ruder,29,7.0,390,7.3,20.1,1.1,3.1,6.2,17.0,1.1,1.4,4.2,1.4,1.2,0.5,0.9,4.6,missouri-state,2017,3.0,G,75.0
Ryan Kreklow,33,9.0,584,7.2,16.1,2.9,5.7,4.3,10.4,2.8,3.2,6.2,2.3,2.0,0.2,3.5,5.9,missouri-state,2017,2.0,G,75.0
Dequon Miller,33,32.0,1174,7.1,18.0,4.3,9.8,2.8,8.2,4.5,6.1,5.0,6.4,1.8,0.0,3.7,2.6,missouri-state,2017,4.0,G,70.0
Ross Owens,6,0.0,14,8.6,25.8,4.3,12.9,4.3,12.9,0.0,0.0,17.2,4.3,4.3,0.0,0.0,8.6,missouri-state,2017,1.0,G,76.0
Jarrid Rhodes,33,27.0,731,7.0,16.6,4.0,8.7,3.0,7.8,2.0,2.7,9.4,1.7,0.7,0.7,3.5,4.9,missouri-state,2017,3.0,F,78.0
Obediah Church,31,26.0,794,6.1,9.6,6.1,9.5,0.0,0.1,3.2,6.5,13.6,3.2,1.2,5.6,3.3,5.4,missouri-state,2017,2.0,F,80.0
Jordan Martin,32,6.0,290,5.4,10.2,5.4,10.2,0.0,0.0,4.2,8.3,12.3,0.4,2.3,2.3,4.6,14.1,missouri-state,2017,4.0,F,80.0
Robin Thompson,9,0.0,44,5.5,8.2,5.5,8.2,0.0,0.0,0.0,0.0,10.9,2.7,4.1,0.0,0.0,15.1,missouri-state,2017,2.0,F,78.0
Tyler McCullough,21,0.0,149,1.6,5.3,1.6,5.3,0.0,0.0,1.6,3.6,10.9,0.8,0.0,1.6,1.6,10.9,missouri-state,2017,4.0,C,83.0
Jordan Barnett,23,13.0,630,9.1,20.8,5.9,10.0,3.2,10.8,3.9,5.0,11.9,1.3,1.3,0.9,2.7,4.2,missouri,2017,3.0,F,78.0
Kevin Puryear,32,32.0,946,7.9,19.4,6.7,15.7,1.2,3.7,5.5,7.5,11.5,1.8,0.7,0.6,3.4,4.6,missouri,2017,2.0,F,79.0
Frankie Hughes,30,11.0,578,7.6,25.5,3.1,9.0,4.4,16.5,2.9,5.2,7.7,3.4,1.9,0.2,3.8,4.3,missouri,2017,1.0,G,76.0
Terrence Phillips,32,23.0,907,6.3,17.1,2.9,7.8,3.3,9.3,5.1,6.4,7.3,8.9,2.8,0.3,4.9,7.1,missouri,2017,2.0,G,71.0
K.J. Walton,32,17.0,608,6.4,16.3,6.0,14.2,0.5,2.1,6.5,10.8,9.9,2.9,3.5,0.0,3.5,4.9,missouri,2017,2.0,G,75.0
Willie Jackson,11,0.0,186,8.9,16.2,8.9,15.9,0.0,0.3,2.1,3.1,15.6,1.2,0.9,1.8,4.0,5.5,missouri,2017,1.0,F,78.0
Jordan Geist,32,14.0,707,5.3,14.6,3.5,8.4,1.8,6.2,5.7,7.5,7.6,5.1,1.8,0.0,3.1,4.3,missouri,2017,2.0,G,74.0
Mitchell Smith,11,0.0,83,6.8,11.6,6.8,11.6,0.0,0.0,4.1,9.6,13.0,1.4,2.1,2.7,4.8,10.9,missouri,2017,1.0,F,82.0
Russell Woods,32,32.0,710,5.8,12.1,5.8,12.1,0.0,0.0,5.4,9.1,11.0,1.0,0.9,0.4,2.7,8.6,missouri,2017,4.0,F,80.0
Cullen VanLeer,32,17.0,759,4.3,12.0,1.0,2.1,3.3,9.9,1.5,1.8,4.3,3.1,1.7,0.6,1.9,4.9,missouri,2017,2.0,G,76.0
Reed Nikko,27,0.0,294,5.4,10.6,5.4,10.6,0.0,0.0,2.5,4.8,12.2,1.9,1.5,3.7,2.3,9.3,missouri,2017,1.0,F,82.0
Adam Wolf,10,0.0,22,2.6,12.9,2.6,7.7,0.0,5.2,0.0,0.0,7.7,0.0,2.6,0.0,0.0,7.7,missouri,2017,2.0,F,79.0
Trevor Glassman,7,1.0,13,0.0,26.2,0.0,4.4,0.0,21.8,0.0,0.0,17.5,4.4,8.7,0.0,8.7,4.4,missouri,2017,3.0,G,75.0
Brett Rau,5,0.0,7,0.0,8.1,0.0,8.1,0.0,0.0,0.0,0.0,16.2,0.0,8.1,0.0,8.1,0.0,missouri,2017,3.0,G,76.0
Jakoby Kemp,1,0.0,0,,,,,,,,,,,,,,,missouri,2017,1.0,F,81.0
Justin Robinson,34,34.0,1128,10.1,24.3,5.5,12.9,4.6,11.4,7.1,8.3,6.2,7.7,2.3,0.1,4.3,2.6,monmouth,2017,4.0,G,68.0
Micah Seaborn,32,29.0,896,8.5,22.8,4.6,11.1,3.9,11.7,4.6,5.6,5.1,4.3,1.9,0.4,3.4,3.8,monmouth,2017,2.0,G,77.0
Je'lon Hornbeak,34,33.0,875,7.9,18.7,3.0,7.6,4.9,11.1,4.1,5.4,9.0,3.6,3.2,1.1,2.6,6.8,monmouth,2017,4.0,G,75.0
Chris Brady,34,34.0,722,9.6,16.6,9.5,15.9,0.1,0.7,3.5,5.1,16.4,1.0,1.0,4.3,2.7,6.7,monmouth,2017,4.0,C,82.0
Collin Stewart,33,8.0,511,7.0,18.1,3.6,7.5,3.4,10.7,4.6,6.2,6.4,1.6,1.8,1.6,3.0,5.3,monmouth,2017,4.0,G,79.0
Louie Pillari,29,0.0,237,6.6,15.0,4.1,8.9,2.5,6.1,4.8,6.8,5.9,2.3,0.7,1.1,2.0,3.4,monmouth,2017,2.0,G,78.0
Daniel Pillari,15,0.0,43,5.0,18.8,3.8,7.5,1.3,11.3,8.8,11.3,6.3,1.3,2.5,0.0,6.3,11.3,monmouth,2017,3.0,G,70.0
Austin Tilghman,33,1.0,662,5.2,10.3,4.4,8.5,0.8,1.8,7.6,10.2,8.6,3.7,1.9,0.0,2.9,3.2,monmouth,2017,3.0,G,73.0
Diago Quinn,34,0.0,391,6.2,13.0,6.2,12.8,0.0,0.1,4.0,6.6,13.0,0.1,0.8,2.6,4.4,12.3,monmouth,2017,2.0,F,81.0
Pierre Sarr,31,4.0,299,4.3,8.3,3.8,6.3,0.5,2.0,6.0,7.8,15.9,1.1,2.2,0.7,4.3,9.2,monmouth,2017,2.0,F,80.0
Mustapha Traore,29,0.0,205,6.0,10.8,6.0,10.8,0.0,0.0,1.6,3.4,15.5,1.3,1.8,1.8,5.5,8.2,monmouth,2017,2.0,F,80.0
Josh James,30,27.0,688,3.8,9.1,3.4,7.4,0.3,1.6,1.7,2.6,9.0,3.2,1.4,0.2,2.4,4.6,monmouth,2017,4.0,G,74.0
Sam Ibiezugbe,29,0.0,218,3.7,9.6,3.7,9.6,0.0,0.0,1.2,2.5,15.6,0.0,0.5,4.2,2.2,9.2,monmouth,2017,1.0,F,83.0
Tyler Hall,32,32.0,1101,12.2,25.6,6.1,11.4,6.1,14.2,7.0,8.4,8.7,4.6,1.7,0.6,3.3,4.0,montana-state,2017,2.0,G,76.0
Zach Green,32,32.0,722,7.8,17.6,6.2,11.7,1.6,5.9,6.8,9.0,12.3,2.9,1.6,0.5,2.9,8.3,montana-state,2017,3.0,G,76.0
Cooper Olson,8,0.0,14,8.0,12.0,0.0,0.0,8.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,12.0,montana-state,2017,1.0,G,73.0
Quinton Everett,31,12.0,718,8.3,21.1,5.4,12.8,3.0,8.3,3.9,6.5,9.4,2.9,2.5,0.6,3.3,6.8,montana-state,2017,4.0,G,75.0
Harald Frey,32,32.0,1058,7.0,15.4,3.3,6.4,3.7,9.0,3.8,4.5,4.2,5.8,1.3,0.0,3.3,4.6,montana-state,2017,1.0,G,73.0
Benson Osayande,31,0.0,402,6.8,12.5,6.8,12.5,0.0,0.0,5.4,7.6,11.5,0.8,1.2,1.2,2.9,11.1,montana-state,2017,3.0,F,81.0
Devonte Klines,32,20.0,749,6.1,16.2,4.9,11.7,1.2,4.5,3.3,5.6,5.7,4.5,1.9,0.7,3.6,5.9,montana-state,2017,2.0,G,74.0
Joe Mvuezolo Jr.,24,0.0,420,5.4,16.2,3.1,9.7,2.4,6.5,2.9,3.6,7.0,3.1,1.5,1.6,4.7,4.1,montana-state,2017,3.0,F,78.0
Sarp Gobeloglu,12,0.0,165,5.4,15.9,1.4,3.0,4.1,12.9,1.0,1.4,10.8,1.0,0.7,0.7,4.1,10.8,montana-state,2017,4.0,F,82.0
Sam Neumann,32,32.0,838,4.3,8.8,2.8,4.9,1.5,3.9,3.5,5.1,13.3,2.8,0.9,0.3,2.1,5.7,montana-state,2017,2.0,F,79.0
Devin Kirby,32,0.0,255,3.5,7.4,3.5,7.4,0.0,0.0,2.4,4.6,10.3,0.9,0.0,1.8,4.2,9.4,montana-state,2017,1.0,C,82.0
Mandrell Worthy,16,0.0,150,2.6,10.0,2.2,6.7,0.4,3.3,2.2,4.1,8.2,3.3,2.6,1.5,3.7,6.0,montana-state,2017,1.0,G,74.0
Dallas Lussier,5,0.0,7,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,montana-state,2017,3.0,G,73.0
Ahmaad Rorie,31,29.0,1007,11.1,24.7,7.5,15.3,3.6,9.5,5.8,6.9,6.3,5.6,1.5,0.4,2.7,3.8,montana,2017,2.0,G,72.0
Trevor Spoja,8,0.0,20,8.7,20.4,2.9,5.8,5.8,14.5,5.8,11.6,0.0,2.9,0.0,0.0,2.9,8.7,montana,2017,1.0,G,75.0
Walter Wright,31,9.0,678,9.4,24.0,7.3,15.9,2.1,8.2,7.2,8.3,4.7,7.7,1.0,0.2,5.6,5.1,montana,2017,4.0,G,70.0
Jared Samuelson,32,3.0,367,10.3,18.1,10.1,17.6,0.2,0.5,5.2,7.8,12.1,1.7,1.6,1.7,3.3,8.7,montana,2017,1.0,F,79.0
Michael Oguine,26,23.0,738,7.8,16.2,6.3,12.2,1.5,4.0,7.3,9.7,12.3,3.4,2.9,0.6,2.5,7.2,montana,2017,2.0,G,73.0
